Country,Population_Coeff,Inflation_Coeff,Import_Coeff,Export_Coeff,Test_Score,Export_GDP_Correlation
ABW,2.1103744101329756e-06,-5.2341204581801e-05,0.00028108027239974947,-0.00011839114458797507,-0.47872404090614196,0.2899102400609358
AGO,0.002288403372610138,-0.0002036148287377963,0.021915737064605,0.022260596070589292,0.9550841158239529,0.9674780841885269
ALB,-3.2119429681866777e-06,-6.821916513382448e-05,0.003193573516126199,0.0009785227825935372,0.9793681444304199,0.9455737218132383
ARM,-3.0362287622945678e-06,-3.880736890417636e-05,0.0026867133215402977,0.0009073124251746156,0.9437762233225071,0.8976350094450789
ATG,7.793165947717692e-08,-1.4608097172818584e-08,0.000291783519006334,-7.434487487959008e-05,0.3713498751853519,-0.0882377814564643
AUS,0.009234394598304482,-0.0009771404349131886,0.3590713745705476,0.1617289791719352,0.9484384903946758,0.9730520241612566
AUT,0.0003426754495723482,-0.0002835237078731456,0.08885943462871433,0.032789727098010556,0.9518354291085167,0.9801789757526187
AZE,7.444013232095215e-05,-0.0004400041871692816,0.008561115282751663,0.019008607720209403,0.8996391314688074,0.9541781955630184
BDI,2.464632207209344e-05,-1.0761572813275271e-05,0.0007052326742067448,0.00017756397241915536,0.8972233116034214,0.7331869363512239
BEL,0.0008349256030022299,-0.0004957763984308387,0.112160350425715,0.04118235820128583,0.9441736100311874,0.9838792692311864
BEN,0.00012558189732379818,-0.00012624172389760004,0.0029053539655343615,0.0006757414853544594,0.9021751349160823,0.9424998190841855
BFA,0.0002012433737721415,-4.061858169524599e-05,0.0030050957540412216,0.002196762554755561,0.9442282571743703,0.9652707058506599
BGD,-0.001535902913999917,-0.000596273003611581,0.07517264278217889,0.013001793819458686,0.7365830784919618,0.9433837856464402
BGR,-7.406423278700224e-05,-0.0006739650309296377,0.014440607659963002,0.006600583758262619,0.8980281207767793,0.9802199208549874
BHR,0.00010689136922895793,-0.00017113206617434332,0.010041982079449473,0.007147967987954933,0.8886535140596306,0.9567547015697284
BHS,9.140550544682543e-06,-0.00011682199830064706,0.0034851586158204935,-0.002248655957390731,0.7835138197667906,-0.572004426769476
BLR,-5.187073840056479e-05,-0.0035207777178992237,0.014699912821194103,0.0044179406926115996,0.9101553574789667,0.9614819589323294
BLZ,8.047976730722801e-07,-8.266566228299937e-06,0.0006967665257103822,0.00015718013792594498,0.962646687392611,0.9050674199456373
BOL,0.00031776751885995077,7.126866714834778e-06,0.010876930164868587,0.0017574059294966824,0.9522539169940412,0.9242033923078328
BRA,0.10552040898512419,0.0027531753979432427,0.5442001323121275,0.19084612372992255,0.7868301191526138,0.9478617650305008
BRB,4.361270973370778e-07,-5.104339131989353e-05,0.0016269921156451038,0.0004861433894220089,0.8471806591067901,0.8279296806413446
BRN,-5.696229031154308e-07,7.06048871616828e-05,0.0014376394762617832,0.004976856955426971,0.10644533792292421,0.9616105765492691
BTN,8.346294184578753e-07,-1.565624636141025e-05,0.0007079598104542005,0.0002808064996510896,0.9678226826691523,0.9459017676228513
BWA,5.7544894253677845e-05,-0.00014773276240378184,0.004227946951935028,0.0024194574676452327,0.8869073225775582,0.9453759808655651
CAF,1.1547696529307428e-05,-1.1182811139582455e-05,0.00034500993120324734,0.00025523963439879347,0.8451241244732871,0.4213941627084104
CAN,0.01882005890008941,-0.0006272728773413973,0.5348796954752834,0.16945528394318599,0.9977983165732237,0.9714250370163527
CHL,0.002588125265760556,-0.002700847040540608,0.06665858116698242,0.02707881871060209,0.9832103081972573,0.9755726340055422
CHN,0.09623626992798036,0.02900299119153538,3.2701104902182307,1.38294546616379,0.7625784164755702,0.977363995140163
CIV,0.0025656407740197113,-0.00045257941708235936,0.013352790962757806,0.0073823790963462345,0.9170831865426927,0.9441421184079836
CMR,0.002250607403245359,-0.0005318642849645224,0.010105267829047243,0.0012453250775305705,0.8979797657836555,0.8605522433563915
COD,0.0013800125757462726,-2.525642418631527e-05,0.009459992731995812,0.004285393512924665,0.9367593538305438,0.9352669422684348
COG,0.0003006637496924565,-4.9328509116343037e-05,0.0021692021657581536,0.006494830884892421,0.7767019416448893,0.909816429911114
COL,0.008078199345439106,-0.0034652966410088104,0.08760110648855567,0.047345014564527575,0.9787902989993464,0.9799932358705478
CPV,2.226049406132932e-07,-6.037816043746979e-06,0.0005033834257372412,0.00028116148349923987,0.9690289485284109,0.9249018888568616
CRI,0.00011921745036633934,-0.0007025211572052422,0.01534276877226641,0.006363969268383135,0.8589336085560244,0.9392693833190807
CYP,1.4279227615462994e-05,-4.279549028937624e-05,0.006904936172707135,-0.0007912590611247343,0.9391519051736406,0.6030705950483519
CZE,4.456501286324869e-05,-0.00041511641160133265,0.0536920044341058,0.01907091334544135,0.9456487878351784,0.977855168173716
DEU,0.001778914374434234,-0.00124118179766471,0.7133835738339951,0.25229643360547555,0.8895725456349185,0.9726337873589469
DJI,2.451829330377112e-06,-4.095285367573185e-06,0.0005115364908827938,-0.0001300215336698053,0.7976683959475329,0.8432795117044751
DMA,-4.028240998583252e-09,-5.09434707879853e-06,0.0001515626802537853,-6.280264088631994e-06,0.9314175864317976,-0.4080548614862402
DNK,0.00018078151488022347,-0.0001906677283408487,0.08019339013349569,0.030975747581120244,0.9635618441336287,0.9911032064501535
DOM,0.00030731040501226156,-0.0013700706092207651,0.021832644442989445,0.010782087680944087,0.9504971115477044,0.9299070072355619
DZA,0.007646538399111951,-0.0025250550699681836,0.05751087298090503,0.023536961518342545,0.9554296652194006,0.8550185415714603
ECU,0.001494717651765174,-0.0034318419628712035,0.02258197564947198,0.012264352839858486,0.921966736537384,0.9642139366368242
EGY,0.041789264534244405,-0.00774530169660222,0.0807975445547976,0.03215267634480732,0.9104877696962194,0.9255420255420855
ESP,0.013728538562192256,-0.002374409179309678,0.3221746364193288,0.08327208557664804,0.9842433235223695,0.9014393887684105
EST,-2.37284979419895e-06,-0.00013369358286108892,0.006980619740882881,0.0031177203920391646,0.951225118298378,0.9741396250999013
ETH,0.009066950801372558,7.183201257385413e-05,0.0232683360313294,0.010430577622858893,0.8468109783833798,0.8891284600842827
FIN,0.0001591335016546072,-0.0004174218708371947,0.05814726881452895,0.010746045475428888,0.8793244658580784,0.9054509947005501
FJI,1.8697909162820304e-06,-3.654710188726878e-05,0.001183214385880628,0.00013666056716771826,0.9646798642386714,0.9012778022042609
FRA,0.02246540099681105,-0.0016267081287819857,0.6270684436367702,0.1802504740731618,0.9905067307852193,0.9763993530534548
